Restaurant Name,Aggregate rating,Rating Range,Count,,Votes,Average
Madras Coffee House,0,,,,1,
Moju Juice Bar,0,,,,0,
Peniel Restaurant,0,,,,3,
Pizza Key,0,,,,3,
Sandoz,0,,,,1,
Subway,0,,,,0,
Tandoori Mystery,0,,,,3,
Taste of Punjab,0,,,,0,
Tea Nation,0,,,,1,
The Corporate Kitchen,0,,,,0,
The Royal Kitchen,0,,,,0,
Tpot,0,,,,1,
Wild Chef House,0,,,,3,
DIOS The Neighbourhood Bistro,4.2,,,,108,
Cake n Flower,2.9,,,,7,
Dilli 6,2.8,,,,84,
Food Bell,2.8,,,,6,
Kalpana Hotel,2.9,,,,4,
Sagar Dhaba,3.1,,,,27,
Shree Balaji Shudh Vaishno Hotel,2.9,,,,5,
Shree Rathnam,3.3,,,,57,
Simran's Cake Studio,3.4,,,,23,
Sweet Cake,3,,,,10,
The Cake Xpress,3,,,,43,
The Chef,2.7,,,,8,
The Flying Pan,3.2,,,,12,
Wrapster,3.2,,,,48,
Getafix Petit,3.5,,,,14,
Lawn Bistro,3.6,,,,328,
Cake N Gifts,0,,,,0,
Cheese Pizza,0,,,,0,
Divya Hotal,0,,,,2,
Green Valley Chinese Food,0,,,,0,
Hooting Owl Cafe,0,,,,2,
Jaak Foods,0,,,,1,
Kaka Restaurant,0,,,,1,
KC Bakers,0,,,,1,
KC Bakery,0,,,,1,
Rajan Foods Corner,0,,,,1,
Sagar Dhaba,0,,,,2,
Sarfira,0,,,,1,
Shama Chicken Corner,0,,,,2,
Yummy Kitchen,0,,,,1,
Barista,2.9,,,,22,
Divine Curries,3,,,,31,
Moon Bite,3.3,,,,13,
Subway,3.4,,,,55,
Hurry's Paratha,3.5,,,,45,
McDonald's,3.7,,,,135,
Cafe Coffee Day,0,,,,2,
Dunkin' Donuts,0,,,,2,
Green Chilli Fast Food,0,,,,0,
Street Food Corner,0,,,,0,
Barbeque Nation,4.3,,,,1670,
Aggarwal,3.3,,,,61,
Anchor Bar & Kitchen,2.5,,,,106,
Basil Tree,3.4,,,,431,
Bon Bon Pastry Shop,3.1,,,,213,
BSGulati's Punjabi Swad,2.5,,,,357,
Cafe-18,2.5,,,,103,
Chandni Chowk Ke Mashhoor Paranthe,2.8,,,,30,
Cheenos,2.6,,,,521,
Gola Sizzlers,3.3,,,,198,
Hira Sweets,3.3,,,,36,
Karim's,3.3,,,,446,
KFC,2.7,,,,608,
Khan's Kathi Rolls,3.2,,,,76,
Nathu's Sweets,2.5,,,,211,
Nawabi Mughlai Zaika,3.3,,,,19,
Nite Bites,3.4,,,,68,
Nizam's Kathi Kabab,3,,,,139,
NSD Resto Bar & Kitchen,2.6,,,,19,
PS Wah Bhai Wah,2.6,,,,89,
Sagar Ratna,3.2,,,,277,
Sbarro,3.3,,,,97,
Swag & Swad,3.4,,,,19,
The Fizz,3.2,,,,80,
The Kitchen,3.2,,,,47,
Twenty Four Seven,3.4,,,,45,
Vinny's Restro Bar,3.2,,,,37,
Walk In The Woods,3,,,,203,
Xiian,3.4,,,,286,
Zest Bar and Lounge,3.4,,,,223,
Angels in my Kitchen,3.9,,,,205,
Baby Dragon Bar & Restaurant,3.5,,,,326,
Baker Street,3.6,,,,40,
Bamboo Shoots,3.9,,,,515,
Bikanervala Bliss,3.6,,,,235,
Bikanervala,3.7,,,,331,
Bikkgane Biryani,3.8,,,,612,
Burbee's Cafe,3.7,,,,833,
Cafe Coffee Day,3.6,,,,125,
Deez Biryani & Kebabs,3.5,,,,430,
Desi Vibes,3.8,,,,2019,
Dhaba at Atta,3.8,,,,477,
DND,3.5,,,,196,
Domino's Pizza,3.6,,,,547,
Donald's Pastry Shop,3.8,,,,402,
Doosri Mehfil,3.8,,,,285,
Fit Bites,3.8,,,,154,
Hungry Minister,3.5,,,,147,
Hurry's Paratha,3.5,,,,47,
Imly,3.9,,,,204,
Jambox,3.6,,,,30,
LIT Ultrabar,3.6,,,,425,
Mainland China,3.7,,,,743,
McDonald's,3.9,,,,403,
Metro Dhaba,3.8,,,,418,
Nazeer Foods,3.6,,,,703,
Our Story Bistro & Tea Room,3.9,,,,320,
Paddy's Cafe,3.7,,,,302,
Popular Cakery,3.9,,,,250,
Punjabi By Nature,3.7,,,,770,
Sadda Adda,3.5,,,,22,
Subway,3.8,,,,268,
Swagath,3.6,,,,415,
TFK - The Flaming Kick,3.5,,,,214,
The Great Kabab Factory,3.5,,,,540,
The Patiala Kkitchen,3.6,,,,332,
The Tandoori Village,3.5,,,,247,
The Yellow Chilli,3.7,,,,222,
Top Breads,3.5,,,,420,
Wat-a-Burger!,3.6,,,,324,
Chawla's 2,2.2,,,,81,
Himalaya,2.3,,,,31,
Public Cafe,2.1,,,,74,
RPM - Zanzi Bar,2.4,,,,103,
Mad Over Donuts,4.2,,,,235,
RollsKing,4,,,,1055,
Lumbini Food Point,2.8,,,,18,
Owlcity,3.6,,,,165,
Night Munchers,0,,,,1,
Night Munchies,0,,,,0,
Anand Food Factory,2.9,,,,4,
Nirula's,2.5,,,,221,
Snacks India,3.6,,,,103,
Ahaar Udyan,0,,,,0,
Choco Bee,0,,,,3,
Crazy Noodles,0,,,,2,
Dakshin Platter,0,,,,0,
Kathi Junction,0,,,,2,
Sonu Parantha Corner,0,,,,0,
Olive Kitchen,2.6,,,,17,
R Cafe,3,,,,5,
Eating Point,0,,,,3,
New Gee Pee,3.3,,,,27,
Uncle's JVCC Restaurant,3,,,,26,
Twenty Four Seven,0,,,,1,
Hari Om Restaurant,3,,,,10,
Jain Restaurant,3,,,,7,
Lajawab Family Restaurant,2.5,,,,17,
Alam Muradabadi & Hyderabadi Biryani,0,,,,0,
Bala Ji Raja Dhaba,0,,,,0,
Brijwasi Dhaba,0,,,,0,
Prerna Family Restaurant,0,,,,0,
Rana Dhaba,0,,,,0,
The Food Factory,0,,,,1,
221 B Baker Street,3.4,,,,102,
Hunger's Hub,3.1,,,,16,
Lajwaab Restaurant,2.6,,,,59,
Republic of Chicken,3,,,,37,
Gauranga Sweets,0,,,,2,
Green Valley Chinese Food,0,,,,0,
Super Cake Shop,2.5,,,,4,
Dev Food,0,,,,0,
Wakhra Swaad,4.1,,,,112,
27 Grills,3.3,,,,159,
China Hot Pot,3,,,,6,
Himalaya Momos & Roll,2.7,,,,15,
Hungry House Pizzas & More,3.4,,,,79,
Khana Khajana Da Dhaba,2.9,,,,5,
M.P. Chole Tikki Wala,3,,,,10,
Maa Vaishno Shudh Bhojnalaya,3.1,,,,8,
More Than Caf??,3,,,,5,
Public Cafe,2.6,,,,13,
Sadda Taste,3.1,,,,12,
Sati Restaurant,3.2,,,,12,
Super Cake Shop,2.8,,,,8,
Uncle's Punjabi Rasoi,2.9,,,,7,
Yours Deliciously,2.9,,,,4,
Captain Curry,3.6,,,,19,
Oh My Scoop!,3.5,,,,23,
Reena Restaurant,3.5,,,,57,
Delight Food,0,,,,2,
Hungro,0,,,,1,
Shiparma Shri,0,,,,1,
Shri Adarsh Kulfi,0,,,,1,
Simla Bakery,0,,,,1,
Swad E Punjab,0,,,,0,
Vishnu Ki Rasoi,0,,,,0,
Pizza Hut Delivery,2.3,,,,62,
Wah Ji Wah,2,,,,74,
Chawla's Chic Inn,2.8,,,,58,
Grill Point,3.2,,,,20,
Hari Sweets,3.1,,,,14,
Sultanate of Spice,2.9,,,,43,
Yamu's Panchayat,3.2,,,,15,
Debon,3.5,,,,85,
Hot & Sour,3.2,,,,46,
Open Kitchen,3,,,,12,
Truffle Muffle,3.4,,,,37,
Go! Biryani,3.5,,,,144,
Tastee Chauka,3.7,,,,31,
Maharba Chicken Point,0,,,,0,
Sweet Spells,0,,,,0,
Foodie,2.8,,,,8,
Lapaalap,3,,,,5,
Fresh Food Factory,3.9,,,,140,
Bollycric,0,,,,3,
The Kitchen Factory,0,,,,3,
Caff?? La Poya,3.7,,,,164,
Elixir Health Caf??,3.7,,,,131,
Radhey Foodz,3,,,,4,
The Kitchen,2.7,,,,20,
Uncle's Treat,3.1,,,,5,
Wow! Momo,2.6,,,,32,
KD's Hunger Point,3.7,,,,49,
Food Town,0,,,,0,
The Big Chefs,0,,,,1,
The Big Scoop,0,,,,0,
Govinda's Restaurant,3,,,,8,
Not Just Dilli,3.2,,,,15,
RollsKing,3.4,,,,22,
Bunz & Dogz,0,,,,1,
Radha Rani Bakery,0,,,,2,
Chauhan Vatika,2.8,,,,28,
Frozen Stone,3.1,,,,4,
Kavita's Restaurant,2.6,,,,37,
Mudrika Food Factory,2.5,,,,20,
Pind Balluchi,2.9,,,,7,
Zaffran- Ikshita's Kitchen,3,,,,5,
Chaayos,3.6,,,,18,
Punjabi Tadka,3.7,,,,70,
Cafe Krisa,0,,,,0,
Chill Grill,0,,,,0,
Dolce Gelato,0,,,,0,
Maa Ka Khaana,0,,,,0,
The Beer Cafe,0,,,,3,
Heaven's Point,3,,,,6,
Kamboj's,2.8,,,,239,
Mexican Pizza,3.4,,,,15,
Shahenshah,2.9,,,,7,
Snack Chat,3.4,,,,23,
The Amazing Buger's,2.9,,,,8,
The Black Box,3.1,,,,6,
Al Bake,3.7,,,,72,
Asian Fun,3.8,,,,113,
Burnout,3.6,,,,111,
Cafe Fusion,3.7,,,,68,
Fit Bites,3.7,,,,26,
Go Krazy,3.5,,,,27,
Green Restaurant,3.6,,,,47,
Hunger Strike,3.7,,,,92,
The Munchkart Cafe,3.8,,,,34,
Thee Pot,3.7,,,,80,
Waffles and Crepes,3.9,,,,66,
Biryani Vice,0,,,,0,
Chinese Chilly Sizzler,0,,,,2,
Moonlight Cafe,0,,,,3,
Sugar Ruffles,0,,,,0,
Bistro 37,4.3,,,,1005,
Desi Swag,4.3,,,,96,
Teasta,4.1,,,,632,
Appu Ghar Express,2.8,,,,63,
Barista,3,,,,26,
Burger King,3.2,,,,13,
Keventers,3.1,,,,7,
Kenny Rogers Roasters,3.7,,,,53,
McDonald's,3.5,,,,53,
Baskin Robbins,0,,,,2,
Cafe Buddy's,0,,,,1,
Fusionn Rolls,0,,,,0,
Kwality Walls - Happiness Station,0,,,,0,
Shakti Food & Restaurant,0,,,,0,
Domino's Pizza,2.4,,,,70,
Mr. Brown,4,,,,183,
Chef's Bar-Be-Que,3.4,,,,69,
Sen's Sational Xpress Kitchen,3,,,,7,
Shanghai Dreams,3,,,,4,
InnerChef,3.3,,,,10,
Antaryami Paratha Corner,0,,,,1,
F-all (Food for All),3.4,,,,24,
Green Restaurant,0,,,,0,
2 Bros Kitchen,3.2,,,,364,
Baskin Robbins,3.3,,,,12,
Big Bone - The Meat Shop,3.1,,,,16,
Biryani House,3.1,,,,9,
China Hot,2.9,,,,22,
City Hut,2.5,,,,27,
Defence Bakery,3.4,,,,117,
Dhabha 27,3.2,,,,5,
Faasos,3.1,,,,10,
Green Chick Chop,2.7,,,,25,
JSB Evergreen Cool Point,2.9,,,,56,
JSB Evergreen Snack & Sweets,3.2,,,,41,
Keventers,2.9,,,,4,
More Than Cafe,3.3,,,,39,
Mutfi,3.3,,,,15,
Nawabi Mughlai Zaika,3.2,,,,34,
Ovenstory Pizza,3.3,,,,26,
ProFit Kitchen,3.4,,,,21,
Public Cafe,2.5,,,,13,
The Chickmunks Express,3,,,,6,
Time to Tea,3.4,,,,66,
Twenty Four Seven,3,,,,6,
Virundu,2.8,,,,10,
Be Bhukkad,3.6,,,,43,
Behrouz Biryani,3.5,,,,63,
Bistro 365,3.7,,,,27,
Engineers Da Dhaba,3.6,,,,38,
Hungry Minister,3.5,,,,29,
Kake Da Hotel,3.5,,,,63,
Biryani,0,,,,1,
C Cube,0,,,,3,
Chicago Pizza,0,,,,1,
Kettle & Kegs,0,,,,2,
Keventers,0,,,,0,
Keventers,0,,,,2,
Navab's,0,,,,0,
Nawabi Mughlai Zaika Food Van,0,,,,1,
NS Punjabi Swad,0,,,,0,
Pitstop,0,,,,2,
Royal Spice Restaurant,0,,,,3,
Sethi's,0,,,,0,
Snacks Parties,0,,,,0,
Peshawari Delux Restaurant,2.4,,,,52,
WTF - World's Tastiest Food,2.4,,,,5,
Salato Salad Studio,4.1,,,,43,
AB Fast N Food,2.7,,,,6,
Cafe 44,3,,,,4,
Cafe Onion Rings,2.9,,,,52,
Club 44,3.2,,,,11,
Indian Curry House,3.1,,,,9,
Krunchies,2.5,,,,19,
Platefull,3.4,,,,18,
Sanghai Food,2.9,,,,15,
Shadev Saini Dhaba,3,,,,7,
Wasim Biryani Center,2.8,,,,8,
Hungry - I,3.7,,,,431,
Smoking Tikka,3.7,,,,47,
The Fusion Food Stand,3.8,,,,40,
44 Grills,0,,,,0,
Ammi's Kitchen,0,,,,3,
Bangali Restaurant,0,,,,1,
Home Cafe,0,,,,0,
Hot Chilli Food Plaza,0,,,,0,
Kanak Kitchen,0,,,,0,
Speziato Foods,0,,,,0,
The Golden Spoon,0,,,,0,
The Saffron Plant Restaurant,0,,,,0,
Zaika Tiffin Center,0,,,,1,
#Urban Caf??,3.3,,,,49,
Baked! Cakes & Desserts,3.3,,,,11,
Quick Grabs,3.1,,,,80,
The Roll Van,2.9,,,,4,
Balaji Restaurant & Sweets,0,,,,1,
Baskin Robbins,0,,,,2,
Baskin Robbins,0,,,,0,
Chandu Chat Bhandar,0,,,,0,
Foodies Park,0,,,,0,
Noida Cakes Online,3,,,,9,
The Epicureans,3.4,,,,20,
Bhojanam4u,0,,,,0,
Chocadoodledoo,0,,,,0,
Chocolate Therapy by Nishi,0,,,,3,
Cookie House,0,,,,1,
Adhikari Fast Food Corner,2.8,,,,5,
Amrit's Agni Multi Cuisine Restaurant,2.9,,,,4,
Punjabi Chaska,3,,,,27,
The Choco Shop,3,,,,5,
The Taste,3.1,,,,7,
Tibb's Frankie,3.4,,,,22,
Amazing Burgers,0,,,,1,
Kitchen Express,0,,,,0,
Domino's Pizza,2.3,,,,38,
Public Cafe,2.4,,,,7,
Chocopur,3,,,,11,
Sweta Restaurant,3.2,,,,61,
Flames of Tandoor,3.5,,,,76,
Shaivi's Kitchen,0,,,,0,
Kuppies,3.8,,,,89,
The Urban Chulha,3.5,,,,87,
Goyal Chhole Kulche Wala,0,,,,0,
Cafe Coffee Day,2.7,,,,42,
Choco House,3.4,,,,18,
DCK- Dana Choga's Kitchen,2.7,,,,340,
Fresh and Fit Ghar Ka Khana,3.1,,,,10,
Hungry Ullu,3.3,,,,141,
Khidmat,3.4,,,,369,
Lahori Restaurant,2.5,,,,206,
New Chinese Chilli Sizzler,2.7,,,,53,
Nirmala's,3.4,,,,51,
Prime Bakery,3,,,,11,
Royal Empire Meat Shop,3.4,,,,29,
Southern Treat,2.8,,,,113,
Subway,2.5,,,,165,
The Chickmunks Caf??,3.2,,,,48,
The FLIP Cafe,2.6,,,,147,
Yo! China,2.5,,,,252,
Gopala,3.6,,,,69,
R.I.P Cafe & Lounge,3.5,,,,203,
Big Biryani,0,,,,0,
Cupcakes & More,0,,,,0,
Heavens Food Xprs,0,,,,2,
Parul's Cooking Hub,0,,,,0,
Republic of Chicken,0,,,,0,
Somethings Sweet,0,,,,0,
Chawla's?_,2.3,,,,91,
Domino's Pizza,2.4,,,,161,
Nazeer Foods,2.3,,,,12,
Night Food Xprs,2.3,,,,115,
Pizza Hut Delivery,2.3,,,,173,
The Caspian,2.4,,,,56,
The Noodle Box Co.,2.4,,,,137,
WTF - World's Tastiest Food,2.4,,,,21,
Biryani By Kilo,4.1,,,,126,
Kalpak Restaurant & Cafe,4.3,,,,150,
Theos,4.1,,,,516,
Aamantran Bangla,2.7,,,,27,
Chung-Fu,3,,,,5,
Paco Meals,2.8,,,,11,
Reena Restaurant,2.7,,,,9,
Sanskriti Foods,3.1,,,,29,
Biryani Vice,3.6,,,,19,
Dietwholic,3.7,,,,142,
Goldenplates,3.6,,,,33,
Mishti's Kitchen,3.6,,,,49,
Shahenshah,3.5,,,,61,
Ayush Chicken Point,0,,,,0,
Baby Got Bacon,0,,,,0,
Better Butter Chicken,0,,,,0,
Black Pepper,0,,,,2,
Chandni Chowk 2 China,0,,,,0,
Choco N Lush,0,,,,0,
Friend's Restaurant,0,,,,0,
Ghar Ka Khana,0,,,,1,
Ghar Ka Swad,0,,,,2,
Kake Da Dhaba,0,,,,2,
Knight Kitchens,0,,,,1,
Lucknow Heritage,0,,,,0,
Momos Box,0,,,,1,
Raging Bull - The Spicy Punch,0,,,,0,
Second Home,0,,,,3,
The Big Buddha Grill,0,,,,2,
Whatslife.in,0,,,,0,
Slice of Italy,2.3,,,,230,
Bebbe Da Degh,3.2,,,,65,
Chauhan Hotel,2.9,,,,11,
52 Food Express,0,,,,2,
Delicious Treasure,0,,,,2,
Shiv Murti Hotel,0,,,,0,
Kaka Ji Restaurant,2.9,,,,6,
Lazzez's,2.9,,,,25,
Mithaas Sweets,3.1,,,,39,
Mithaas,3.2,,,,193,
Tandoori Corner,2.6,,,,9,
Culinate,3.8,,,,200,
Haaochi,3.5,,,,123,
Bake Walkers,0,,,,0,
Chacha Food Street,0,,,,1,
DudeFood,0,,,,2,
Indian Special Hot Momos,0,,,,0,
Kesarwa Bakez,0,,,,2,
Om Bikaner Sweets,0,,,,0,
Sadda Adda 2 Cafe & Lounge,0,,,,0,
The Backyard Chef,0,,,,0,
Veer Jee,0,,,,3,
VP ki Kitchen,0,,,,0,
Flying Cakes,2.1,,,,56,
Taste In Box,2.3,,,,23,
Snacks Point,2.9,,,,4,
Sector 55 China Town,0,,,,0,
B Tamang Chineese,2.9,,,,4,
Foodelicious,3.1,,,,144,
The Cake Masters,2.5,,,,7,
Food Hut,0,,,,0,
South Indian Snacks Stall,0,,,,0,
Twenty Four Seven,0,,,,0,
Barista,3,,,,7,
Barista,2.9,,,,5,
The Gourmet Shack,3.3,,,,15,
"Vanshika Indian, Chinese, & Parantha Corner",3.1,,,,29,
Yes Bosz Food Plaza,2.7,,,,15,
A1 Restaurant,0,,,,0,
Aggarwal Sweets India,0,,,,0,
Chaska Food Hut,0,,,,0,
Hasty Tasty Fast Food,0,,,,2,
Pihu's Cafe,0,,,,1,
Sanjay Pandit Bhojnalaya,0,,,,2,
Sharma Hotel,0,,,,0,
Shri G,0,,,,0,
Nite Bites,2.7,,,,8,
Shankar Fast Food,2.7,,,,15,
Shivam Fast Food,2.9,,,,12,
Yumbo Bites,3.1,,,,10,
Essen Foods,0,,,,1,
L'amore,0,,,,2,
SPL Food Corner,0,,,,0,
Shree Ganesh M Cafe,3.1,,,,7,
Chauhan Fast Food,0,,,,2,
Right for Night,0,,,,0,
Whatslife.in,0,,,,0,
BakeAffair,3.4,,,,30,
Mirchievous,3.1,,,,6,
Cafe Coffee Day,0,,,,0,
Dev Food,0,,,,0,
Green Vally Chiiness Food,0,,,,3,
221 B Baker Street,3.2,,,,19,
Binge Restaurant,3.2,,,,325,
Boxmeal,3,,,,4,
Brown Town,2.7,,,,11,
Cafe Coffee Day,3,,,,26,
Cafe Coffee Day,3,,,,14,
Cafe Green Apple,3.2,,,,16,
Cake Mandi,3.2,,,,17,
Chai Thela,3.1,,,,10,
Chinese Chilli Sizzler,2.9,,,,5,
Delhi Biryani Hut,2.7,,,,9,
Dev's Restaurant & Bar,3.1,,,,56,
Doggy Style,3.2,,,,33,
Domino's Pizza,2.6,,,,118,
Floating Cakes,2.8,,,,12,
Food Brigade,3.2,,,,15,
Frequent Bakes,2.5,,,,38,
GreeNox,3.4,,,,16,
GVP Creations,3.1,,,,7,
Health Buzzz,3.2,,,,11,
Hot & Spicy,2.9,,,,4,
Malabar Junction,3.3,,,,15,
Masters Caterer,2.9,,,,6,
Meeting Point Corner,2.8,,,,14,
Mithaas Sweets,2.7,,,,17,
Mom's Canteen,3,,,,5,
MS Foods,3.1,,,,9,
Oh Buoy,3.3,,,,50,
Old Tehrii Cafe & Lounge,3.1,,,,13,
Pichli Gali,3,,,,5,
Pizza Hut,3.1,,,,147,
Rasoi99,3.2,,,,10,
Republic of Chicken,3.1,,,,17,
Republic's @ Dhaba,2.9,,,,56,
Rolling Beans,2.8,,,,5,
Rollmaal,3.4,,,,155,
Subway,2.5,,,,28,
Swad,2.8,,,,13,
The Chaiwalas,2.9,,,,9,
The Hunger Cure,3,,,,9,
World Bites,3.4,,,,30,
BunkYard Cafe,3.5,,,,33,
Chaayos,3.5,,,,182,
RollsKing,3.8,,,,401,
Sandwich King,3.5,,,,215,
Speedy Chow,3.6,,,,114,
Aggarwal Bikaneri Sweets & Restaurant,0,,,,3,
Al-Aayat Mughlai Biryani,0,,,,0,
Baba Chinese Fast Food,0,,,,2,
Cafe Coffee Day,0,,,,0,
Cafe Rap,0,,,,1,
Chinese Fast Food Corner,0,,,,0,
Chinese Food Corner,0,,,,0,
Chinese Hot,0,,,,0,
Dial a Cake,0,,,,0,
Doon Dhaba,0,,,,1,
Food Weavers,0,,,,0,
Green Chick Chop,0,,,,1,
Hookie Dookie,0,,,,0,
Hotel Green View Palace,0,,,,0,
Hurry Curry Express,0,,,,2,
Kesarwa Bakez,0,,,,1,
Let's Noodle,0,,,,1,
New Dragon Chinese Fast Food  & Paranthey Wala,0,,,,1,
New Shahi Chinese Fast Food,0,,,,0,
Night Food Delivery,0,,,,2,
Rajwana Foods,0,,,,2,
Shama Chicken Corner,0,,,,2,
Shiva Shudh Shakahari Bhojnalaya,0,,,,0,
Shri Balaji Shudh Vaishno Dhaba,0,,,,0,
Southern Santushti Cafe,0,,,,2,
Tiffin Man House,0,,,,0,
WOW Zaika,0,,,,0,
Grand Eatery,2.4,,,,49,
Nathu's Sweets,2.4,,,,77,
Subway,2.4,,,,88,
Chick Chicken Barbeque,2.6,,,,4,
Tiwari Hot Pot,2.6,,,,11,
Chaiwaalas,0,,,,0,
Delhi Mughlai Biryani,0,,,,1,
Dumpty's,0,,,,0,
Food Passengers,0,,,,0,
Hungry Buddies,0,,,,0,
Maa Durga Food Corner,0,,,,0,
Subhoj,0,,,,2,
The Square Meal,0,,,,0,
Twenty Four Seven,0,,,,0,
Yeoh,0,,,,0,
South King Restaurant,2.8,,,,8,
Twomato Foods,3.2,,,,11,
Lazeez Foods,0,,,,2,
Spicy Punjabi Tadka,0,,,,0,
SPL Foods Plaza,0,,,,0,
Super Cake Shop,0,,,,2,
Bats On Delivery,2.7,,,,9,
Legacy of Awadh,3.3,,,,114,
Sweetcake.in,0,,,,0,
Hurry Curry,3.1,,,,10,
Thaaliwaalaa.com,2.9,,,,6,
Let's Burrrp,0,,,,0,
Annapurna Caterings,0,,,,0,
Beyond Food,0,,,,0,
Brown Town,0,,,,2,
Royal Spice,0,,,,0,
Bikaner's,2.9,,,,4,
Chilli Zone,3.4,,,,20,
Cold Rock Cafe,3.3,,,,12,
Cup and Cones,3.1,,,,10,
Desi Spice,3,,,,10,
Food Destination,3,,,,5,
Gangaur Sweets,2.7,,,,34,
Handi,2.9,,,,8,
Hungry Inn,3,,,,5,
Keventers,2.9,,,,4,
La-Cuisine,2.9,,,,4,
Melting Flavours,3.4,,,,21,
Mighty Mughlai,3.2,,,,12,
Mithaas,2.9,,,,12,
Mood 4 Food,3.1,,,,8,
Northern Bytes,3.1,,,,6,
Shahenshah,3,,,,4,
Sugar Daddy Bakers,2.7,,,,4,
Swag Sadda Desi,3.1,,,,8,
The Chinese Hut,2.9,,,,10,
Wild Chef House,3.1,,,,11,
Grub Patio,3.7,,,,51,
The Grill @ 76,3.5,,,,42,
Zooby's Kitchen,3.5,,,,31,
4U,0,,,,1,
Aadhya Bakery & Foods,0,,,,0,
Bake Walkers,0,,,,0,
Bean Machine & Co.,0,,,,0,
Big B Pastry Shop,0,,,,1,
Breadman Cake Shop,0,,,,2,
Breaky2Dinner,0,,,,0,
Brijwasi Sweets,0,,,,0,
Cafe Hot Pot,0,,,,0,
Chef's Curry,0,,,,1,
Dilli Bakery,0,,,,0,
Domino's Pizza,0,,,,2,
Dove And Mouse,0,,,,3,
Food Cabana,0,,,,0,
Frozen Grillz,0,,,,0,
Ganesh Chinese Food Corner,0,,,,0,
Green Chick Chop,0,,,,2,
Handi Mitran Di,0,,,,2,
Hunger Tales,0,,,,0,
Hydrabad Biryani Express,0,,,,0,
Ice Stone Cafe,0,,,,1,
Kake Da Dhaba,0,,,,0,
Lucknow Wale Kwality Kabab,0,,,,1,
Mairu's,0,,,,2,
Meatwale.com,0,,,,3,
Mr. Biryani Walia,0,,,,0,
N E Great Foods,0,,,,0,
New Punjabi Tadka,0,,,,0,
Royal King,0,,,,1,
The Dhaba,0,,,,0,
Tikka Express meets Chennai Express,0,,,,1,
Vyanjan,0,,,,3,
Yolkers,0,,,,1,
Zaika Kathi Rolls,0,,,,3,
Zaika of Dilli 6,0,,,,3,
Bikaner's,2.4,,,,11,
Chawla's 2,2.1,,,,22,
Ginnis Oven,3.2,,,,9,
Cream Bell,0,,,,1,
Whomely,3.2,,,,15,
Breaktym,3.2,,,,20,
Chinese Chilli Seasonal,2.9,,,,4,
Gopala,3.4,,,,23,
Hungry's Hut,3.1,,,,10,
Kebabplus,3.1,,,,140,
Oh Buoy - Flying Fox,3,,,,7,
Punjabi Pakwaan,3.1,,,,45,
The Dessert Table Company,3.1,,,,9,
The Roll Van,3,,,,5,
Kitchen Mantra,3.6,,,,210,
Wabi Sabi,3.6,,,,34,
Baskin Robbins,0,,,,0,
Choicest Cakes,0,,,,2,
Midnight Foodies,0,,,,0,
Om Sweets Caterers & Bakery,0,,,,0,
Spicy Affair,0,,,,0,
The Bakery Mart,0,,,,1,
Southern Flavours,2.4,,,,54,
Cakebak,3.1,,,,8,
Fire n Ice,0,,,,1,
Adarsh Kulfi,3,,,,7,
Andaaz E Paranthas,3.2,,,,36,
Hot Fries,3,,,,8,
Pizza Hut,3.4,,,,144,
Rasoi E Punjab,2.6,,,,32,
Subway,3.4,,,,93,
Haldiram's,3.6,,,,301,
Legends Barbeques,3.9,,,,1088,
6 Packs Momos,0,,,,0,
Balti,0,,,,1,
Baskin Robbins,0,,,,1,
KBC?_,0,,,,3,
Nukkad Bites,0,,,,2,
Pan Asian Noodles,0,,,,3,
Chicane,2.2,,,,116,
US Pizza,2.2,,,,134,
Angeethi Se,3.2,,,,35,
Barista,2.5,,,,23,
BK's The Juice Bar,3,,,,10,
Eden Kitchen & Bar,3.1,,,,129,
Moti Mahal Delux Tandoori Trail,2.5,,,,28,
New Woks,2.5,,,,79,
Otik Hotshop,3.1,,,,147,
Pizza Hut,3.3,,,,113,
Punjabi Dhaba 61,2.6,,,,75,
Punjabi Pakwaan,3,,,,120,
Spice of India,2.6,,,,76,
Swaad,2.7,,,,15,
Yumm Biryani,3.2,,,,160,
Otik Cake Shop,3.5,,,,105,
Adarsh Kulfi,0,,,,3,
Pizza Junction,0,,,,1,
Domino's Pizza,2.4,,,,98,
Sagar Ratna,2.3,,,,155,
Subway,2.3,,,,24,
Barista,3.3,,,,57,
Bikano Chat Cafe,3,,,,38,
Cafe Coffee Day,2.7,,,,18,
Cafe Coffee Day,2.7,,,,34,
Chaayos,3.4,,,,67,
Chopaal Marwari,2.8,,,,102,
Dolce Gelato,3,,,,8,
Domino's Pizza,3.2,,,,60,
Gelato Vinto,3.1,,,,32,
Kebab Xpress,3.2,,,,106,
McDonald's,3.4,,,,70,
Pind Balluchi,3.3,,,,793,
Ristorante Prego,3.1,,,,372,
The Coffee Bean & Tea Leaf,2.6,,,,55,
Turquoise Turkish Ice-cream,3.4,,,,11,
Yo! China,2.6,,,,334,
Baskin Robbins,3.5,,,,41,
Burger King,3.5,,,,211,
Costa Coffee,3.5,,,,110,
Crazy Noodles,3.6,,,,507,
Jack Po!tato's,3.5,,,,37,
Mandarin Trail,3.7,,,,517,
Nazeer Foods,3.6,,,,179,
Pizza Hut,3.7,,,,189,
Shree Rathnam,3.5,,,,139,
TGI Friday's,3.5,,,,1147,
Thaal Vaadi,3.5,,,,249,
