Restaurant Name,Has Online delivery,UNIQUE,Count,percentage,Aggregate rating,average
Flaming Chilli Pepper,Yes,,,,3.8,
Hong Kong Express,Yes,,,,3.7,
Majeed's,Yes,,,,3.5,
Majlis-e-Mughal,Yes,,,,3.5,
Mickey's Kitchen,Yes,,,,3.9,
Nanking,Yes,,,,3.6,
Nawab Dera,Yes,,,,3.8,
The Cafe,Yes,,,,3.8,
The Village Caf??,Yes,,,,3.7,
Cookfresh,No,,,,0,
Cafe Connect,Yes,,,,4.2,
Happy Hakka,Yes,,,,4.1,
Indian Saffron Co.,Yes,,,,4.2,
DCK- Dana Choga's Kitchen,Yes,,,,2.9,
Domino's Pizza,No,,,,2.8,
Sagar Ratna,No,,,,3.3,
Shree Bhagatram,Yes,,,,3.3,
Subway,Yes,,,,2.5,
Biryani Blues,Yes,,,,3.9,
Kebab Gali,Yes,,,,3.9,
KFC,Yes,,,,3.6,
Tipu Sultan,Yes,,,,3.7,
Angels in my Kitchen,Yes,,,,3.2,
Barista,Yes,,,,3.3,
Bengal Sweet Palace,No,,,,3.3,
Bread'D Bites,No,,,,3.1,
Chinese Hut,No,,,,3.4,
Foodland by Orchid,No,,,,2.9,
From The Kitchen of Mala Bindra,No,,,,3.1,
Go Kylin,Yes,,,,2.8,
Green Chick Chop,No,,,,3.3,
Hawkers,Yes,,,,2.7,
HotPlate,No,,,,3.1,
New Janta Restaurant,No,,,,3.1,
Rainbows,Yes,,,,3.2,
Sinfully Yours,Yes,,,,3.3,
Slice of Italy,Yes,,,,2.8,
Spice Deli,Yes,,,,3.3,
Twenty Four Seven,No,,,,3.1,
Uncle Tom's Steamed Hot Dogs,No,,,,3.3,
AOWLS,Yes,,,,3.5,
Costa Coffee,No,,,,3.6,
Georgia Dakota,No,,,,3.6,
Instapizza After Hours,Yes,,,,3.5,
The Pint Room,No,,,,3.7,
Anthony's Kitchen,No,,,,0,
Bakermania,No,,,,0,
Cafe Coffee Day,No,,,,0,
Cones & Curries,No,,,,0,
Giani,No,,,,0,
Kaptain Bakery,No,,,,0,
Kayasth Cuisine,No,,,,0,
Mahinder Food Corner,No,,,,0,
Mohanty Bakery & Confectionery,No,,,,0,
Practically Perfect,No,,,,0,
Take Away Depot,No,,,,0,
The Artful Baker,No,,,,0,
Perch Wine & Coffee Bar,No,,,,4.3,
Aggarwal Confectionary,No,,,,2.8,
Aggarwal Sweet Corner,No,,,,2.9,
Ananda's,No,,,,3,
Ankur Family Restaurant,No,,,,2.8,
Ayush Restaurant,No,,,,3.2,
Chef's Paradise,Yes,,,,3.1,
Domino's Pizza,No,,,,2.6,
Fatafat Fast Food,No,,,,3.3,
Giani,No,,,,3,
Green Tea Fanatics,No,,,,3.4,
Khansama,No,,,,3.3,
Pauls Food,No,,,,2.9,
Punjabi Vaishno Rasoi,No,,,,2.9,
Republic of Chicken,No,,,,2.9,
Taj Sweets,No,,,,3.1,
The Cake,No,,,,3,
The Food Court,Yes,,,,3.7,
Adi's Restaurant,No,,,,0,
Aggarwal Sweet & Bakers,No,,,,0,
Aggarwal Sweets,No,,,,0,
Aggarwal Sweets,No,,,,0,
Always Eat Green,No,,,,0,
Anjali Resaturant,No,,,,0,
Annapoorna Bhojanalya,No,,,,0,
Anupam Eating Point,No,,,,0,
Bikaner Rasoi,No,,,,0,
Cafe Mom,No,,,,0,
Cafe Youth,No,,,,0,
Cake Express,No,,,,0,
Cake Knighter,No,,,,0,
Catchup Green,No,,,,0,
D Food,No,,,,0,
Delicious Cake,No,,,,0,
Famous Parantha and Poori Sabzi,No,,,,0,
FM Biryani Point,No,,,,0,
Food Plaza,No,,,,0,
Foodiez,No,,,,0,
Goli Vada Pav No. 1,No,,,,0,
Hyderabad's Delight,No,,,,0,
Khan Tandoori Hub,No,,,,0,
Khan Tandoori Nights,No,,,,0,
Meatwale.com,No,,,,0,
New Aggarwal Sweets & Fast Food,No,,,,0,
Night Munchers,No,,,,0,
Old Moradabadi Chicken Corner,No,,,,0,
Richa's Bakery,No,,,,0,
Riyaz Biryani Corner,No,,,,0,
Rudra The Dhaba,No,,,,0,
Seven Star Pizza,No,,,,0,
Shahi Muradabadi Chicken Biryani,No,,,,0,
Shree Krishna Restaurant,No,,,,0,
Shree Sai Bhog,No,,,,0,
Soni Food Court,No,,,,0,
South Street Cafe,No,,,,0,
Special Chicken Biryani,No,,,,0,
Sweets n Treats,No,,,,0,
The Royal Prestige,No,,,,0,
Twenty Four Seven,No,,,,0,
Two Friends Roll Corner,No,,,,0,
Waikiki,No,,,,0,
Zaika Chicken Corner,No,,,,0,
Zombiez,No,,,,0,
366 Junction,No,,,,3.3,
Black & Brew,No,,,,3.1,
Hari Om Bhojanalaya,No,,,,3.4,
Nalwa's Hotspot,No,,,,3.1,
Pasta Hub,No,,,,3,
Rock n Wood Cafe,Yes,,,,3.4,
Roll Corner,Yes,,,,3.3,
Shree Nandhini Cafe,No,,,,3.3,
Sindhi Dhaba,No,,,,2.9,
Take N Taste,Yes,,,,3.1,
Taxi Bar & Cafe,Yes,,,,3.3,
The Little Diner,Yes,,,,3.4,
Cafeteria & Co.,No,,,,4.6,
Burger Point,No,,,,3.8,
Cafe All-Inn,No,,,,3.8,
Chowringhee,Yes,,,,3.5,
Flamess Restaurant & Cafe Village,Yes,,,,3.5,
Jack 'n' Chill,No,,,,3.6,
Kake Di Hatti,No,,,,3.6,
Mad Monkey,Yes,,,,3.7,
Manohar Cakes & Bikaneri,No,,,,3.5,
Shagun,Yes,,,,3.9,
Shyam Chaat Bhandar,No,,,,3.5,
Telegram,Yes,,,,3.5,
The University Bistro,Yes,,,,3.6,
736 A.D.,No,,,,4.1,
Big Yellow Door,No,,,,4.3,
Mr. Crust Bakers,No,,,,4.2,
Phonebooth Caf??,Yes,,,,4.1,
Tony's,Yes,,,,4.4,
Wake 'n' Bake Cafe,No,,,,4,
Gabbar Di Hatti,No,,,,3.4,
Chennai Express,No,,,,0,
1990's,No,,,,3.3,
Amul Cafe,No,,,,3.3,
Burger Point,No,,,,3.4,
Buta Singh Da Dhabba,No,,,,2.8,
Cafe Amigo,No,,,,3,
Cafe Coffee Day,No,,,,3,
Cake Palace,No,,,,2.7,
Carara,No,,,,2.6,
Channi Pishori Chicken,No,,,,3.3,
Chatkora Food N Snacks Corner,No,,,,2.9,
Chetana Bakes,No,,,,3,
Chily Hut,No,,,,3.2,
De' Bistro,No,,,,3.3,
Deep Bakers,No,,,,3.2,
Delhi 6,No,,,,2.6,
Finest Pizzeria,Yes,,,,3.1,
Food Lab,No,,,,3,
Goli Vada Pav No. 1,No,,,,3.3,
Grover Sweets,No,,,,3.1,
Hema Chinese Foods,No,,,,3.3,
Hunger Stop,No,,,,3.2,
Ishwar Sweets,No,,,,3.4,
Kathi Express,No,,,,2.6,
Kream's,No,,,,3.1,
Madras Cafe,No,,,,3.3,
Mandeep Punjabi Rasoi,No,,,,3,
Masti Curry,Yes,,,,2.8,
New Madras Cafe,No,,,,3.1,
Pakwan,No,,,,2.8,
Patiala Shahi Soups,No,,,,3.1,
Pizza Yum,No,,,,3.1,
Polka Pastry & Snack Bar,Yes,,,,2.7,
Red Hot,No,,,,3.3,
Republic of Chicken,No,,,,3.1,
Sai Ann Kutir,No,,,,2.8,
Saravana South Indian Hut,No,,,,3.2,
Sardar Pure Meat Shop,No,,,,3.2,
Shama Chicken Corner,No,,,,3.1,
Shan E Punjab,No,,,,3.4,
Shanghai Nights,No,,,,2.8,
Shree Ram Sweets & Bakers,No,,,,3,
Sindhi Kulfi Wala,No,,,,3,
South Indian Cafe,No,,,,3.3,
South Indian Hut,No,,,,3.4,
Spinns Resto-Bar,No,,,,2.6,
Subway,Yes,,,,2.6,
Taneja Bakery,No,,,,3.2,
Tequila Express,Yes,,,,3.4,
The China Town,No,,,,3.4,
THS - The Hunger Street,No,,,,3.2,
True Blue,No,,,,3.2,
Twenty Four Seven,No,,,,3.1,
Your's Chole Bhature,No,,,,2.6,
Baskin Robbins,No,,,,3.5,
Pure Punjabi,No,,,,3.5,
Brick Station,No,,,,0,
Food Factory,No,,,,0,
Pastry Point,No,,,,0,
Prem Jee Da Dhaba,No,,,,0,
Welcome Food Point,Yes,,,,2.3,
Arora Snacks,No,,,,2.8,
Bansal Mithai Wale,No,,,,2.9,
Fabulous Cake Bites,Yes,,,,3.4,
Garam Masala Food Corner,Yes,,,,3.3,
Health Buzzz,Yes,,,,3.1,
Kumar Pav Bhaji Corner,No,,,,3.2,
Le Chef,No,,,,3,
Nainy Fast Food,No,,,,3.3,
Platform Nine and Three Quarters,No,,,,2.6,
Pudding & Pie,No,,,,3.1,
Rapture,No,,,,2.5,
Sachdeva Chinese Fast Food,No,,,,3.3,
Simply Cakes,No,,,,3.2,
The Dosa King,No,,,,2.9,
Bhappe Di Hatti,Yes,,,,3.5,
Cafetorium,Yes,,,,3.8,
Food Express,Yes,,,,3.6,
Sai Bajaj Restaurant,Yes,,,,3.6,
The Chimney Bar-Be-Que,No,,,,3.6,
Urban Punjab,No,,,,3.6,
Cheese Bitez Pizza,No,,,,0,
Goyal Sweets,No,,,,0,
Gulati's Takeaway,No,,,,0,
Jyoti Sweets,No,,,,0,
Momos Hi Momos,No,,,,0,
New Bhappe Di Hatti,No,,,,0,
Oven Fresh,No,,,,0,
Rupa Ice Cream Parlour,No,,,,0,
Scoopers 'n' Bakers,No,,,,0,
South Indian Food Plaza,No,,,,0,
Super Snacks,No,,,,0,
Unique Pastry,No,,,,0,
Veg Food Express,No,,,,0,
Chintamani's Namkeen,No,,,,2.4,
Deltasious,Yes,,,,2.2,
Tandoori Junction,Yes,,,,2.4,
Apni Rasoi,No,,,,2.6,
Haldiram Bhujiawala,No,,,,3.4,
Meghraj Food Court,No,,,,3,
Meghraj Sweets,No,,,,3.2,
Chill Out,No,,,,0,
Chilli Chinese,No,,,,0,
"34, Chowringhee Lane",No,,,,3.4,
Subway,Yes,,,,2.1,
The Golden Dragon,No,,,,3.5,
KFC,Yes,,,,3.4,
Mitra Da Dhaba,No,,,,3.5,
Mr. Sub,Yes,,,,3.7,
Kennedy's,Yes,,,,4.1,
Keventers,No,,,,3.1,
Street Foods by Punjab Grill,No,,,,3.2,
Subway,Yes,,,,3.1,
Wow! Momo,No,,,,3.1,
Biryani Blues,No,,,,3.6,
Asia Seven Express,No,,,,0,
Bikanervala,No,,,,0,
Cafe Huddle,No,,,,0,
Chai Garam,No,,,,0,
Dolce Gelato,No,,,,0,
GoGourmet,Yes,,,,0,
Karim's,No,,,,0,
Khan Chacha,No,,,,0,
Pizza Hut Delivery,No,,,,0,
Foodhall,No,,,,0,
Eat Me,Yes,,,,2.7,
EDC Mania,No,,,,3.3,
Elegant China X-Press,No,,,,3.1,
Gopala,No,,,,3.3,
Green Chick Chop,No,,,,3.1,
Hangchuaa's Chinese Food Corner,No,,,,2.7,
Madhuvan Chinese Fast Food,No,,,,2.7,
Momos House,No,,,,2.9,
Punjab Restaurant,No,,,,3.2,
Rhythm Restro-Bar,No,,,,3,
Say Cheese,Yes,,,,2.7,
Sona Restaurant,No,,,,3.2,
Uraki,No,,,,2.7,
Wah Ji Wah,No,,,,3,
Annapurna Sweets,No,,,,3.9,
Karnataka,Yes,,,,3.7,
EDC Mania,No,,,,0,
Faeem Chicken Corner,No,,,,0,
Grills N Chills,No,,,,0,
Gupta Sweets,No,,,,0,
Khub Chand,No,,,,0,
OCD - Online Cake Delivery,No,,,,0,
Sher E Punjab,No,,,,0,
Shri Balaji,No,,,,0,
Sidhi Cafe,No,,,,0,
Al Hayat Bakers,No,,,,0,
Al-Kausar's,No,,,,0,
Alam Biryani Center,No,,,,0,
Bismillah Hotel,No,,,,0,
Halal Pizza Star,No,,,,0,
HTW Bakers,No,,,,0,
Javed Bawarchi Restaurant,No,,,,0,
Let's Eat,No,,,,0,
Moonis Kada,No,,,,0,
Motu N Patlu,No,,,,0,
S.K. Fast Food,No,,,,0,
Sufiyan Restaurant,No,,,,0,
The Relax Point,No,,,,0,
Zareen's Dastarkhwan,No,,,,0,
Ali Baba Caves,No,,,,3.1,
Caf?? Doo Ghoont,Yes,,,,3.4,
Knights Chaska,No,,,,2.9,
Thirsty Scholar Cafe,No,,,,3.2,
Savoury Street,No,,,,0,
JSB Evergreen Snack & Sweets,No,,,,3.1,
221 B Baker Street,Yes,,,,3.5,
Kapoors Balle Balle,Yes,,,,3.7,
Lakshmi Coffee House,No,,,,3.8,
Geoffrey's,No,,,,3,
Haldiram's,No,,,,3.5,
Maamouchee @ My Way,Yes,,,,3.5,
Americana Kitchen and Bar,No,,,,2.4,
Punjabi By Nature Quickie,No,,,,3.4,
United Coffee House Rewind,No,,,,3.4,
Wow! Momo,No,,,,2.7,
Oh So Stoned!,No,,,,4.5,
The Big Chill Cakery,No,,,,4.5,
Barista,No,,,,3.5,
Big Wong XL,Yes,,,,3.9,
Carl's Jr.,Yes,,,,3.8,
Chaayos,No,,,,3.9,
Chi Asian Cookhouse,Yes,,,,3.9,
Costa Coffee,No,,,,3.7,
Dunkin' Donuts,No,,,,3.7,
Instapizza,Yes,,,,3.7,
Keventers,No,,,,3.8,
Pirates of Grill,No,,,,3.9,
Pizza Hut,No,,,,3.9,
PizzaExpress,Yes,,,,3.9,
RollsKing,No,,,,3.9,
Taco Bell,Yes,,,,3.6,
The Frozen Factory,No,,,,3.7,
Theos,No,,,,3.5,
Wendy's,Yes,,,,3.7,
Zizo,Yes,,,,3.8,
Cafe Delhi Heights,No,,,,4.1,
Chili's Grill & Bar,Yes,,,,4.1,
Made In Punjab,No,,,,4.1,
Mamagoto,Yes,,,,4.3,
Movenpick,Yes,,,,4,
Smaaash,No,,,,4,
SodaBottleOpenerWala,No,,,,4,
The Bento Cafe,Yes,,,,4.2,
Earthen Oven - Fortune Inn Grazia,No,,,,3.4,
Fortune Deli -  Fortune Inn Grazia,No,,,,3.2,
Cafe Pipa,No,,,,3.4,
Cook Du Kdu,Yes,,,,3.1,
Green Chick Chop,Yes,,,,2.6,
New Vishal's Kitchen,No,,,,2.5,
Samarkand,Yes,,,,3.3,
Mirchievous,Yes,,,,3.9,
Pearls Regency,No,,,,3.7,
The Feast Box,Yes,,,,0,
Imperfecto,No,,,,3.4,
Chaayos,Yes,,,,3.6,
Dunkin' Donuts,Yes,,,,3.7,
The Smoke Factory,No,,,,3.8,
Turquoise Cottage - TC Original 1997,No,,,,3.8,
Baskin Robbins,No,,,,0,
Cafe Coffee Day,No,,,,0,
Dolce Gelato,No,,,,0,
Dunkin' Donuts,No,,,,0,
Joost Juice Bar,No,,,,0,
KFC,Yes,,,,0,
Pizza Hut,No,,,,0,
Laat Saab,Yes,,,,4.1,
Starbucks,No,,,,4,
Rocket Food,No,,,,0,
Aim Cafe And Restaurant,No,,,,3.3,
Al-Swad,Yes,,,,2.5,
Anands,Yes,,,,2.6,
Bansiwala Restaurant,Yes,,,,2.5,
Cafe Coffee Day,No,,,,2.8,
Food Tamasha & Co.,Yes,,,,3.2,
Grand Heritage Resort,No,,,,3.1,
Green Chick Chop,No,,,,3.2,
Kafe Republic,Yes,,,,3.1,
Kar C Lounge & Restaurant,No,,,,2.8,
Kolkata Roll Point,No,,,,2.8,
Royal Awadh,Yes,,,,3,
Royal Rasoi,No,,,,2.8,
Royale Bakers,Yes,,,,2.8,
Sahi Darbar,Yes,,,,2.6,
Taco Street,No,,,,2.9,
The Noodle Co,No,,,,3.1,
Veg Always,Yes,,,,2.7,
Yu Turn,Yes,,,,2.9,
Zaika,No,,,,2.5,
Zaika,No,,,,2.8,
Domino's Pizza,No,,,,3.5,
Night Food Service,No,,,,3.8,
Uncle's Patty,No,,,,3.5,
Baskin Robbins,Yes,,,,0,
Evergreen Food Point,No,,,,0,
Food Plaza,No,,,,0,
Giani,Yes,,,,0,
Grill Inn,Yes,,,,0,
Hunger's Hut,Yes,,,,0,
Kanha Cake O' Pastry,No,,,,0,
Serendipity Cafe,No,,,,0,
Spice Affair,No,,,,0,
Tandoori Junction,No,,,,0,
Tod-Bistro Cafe,Yes,,,,0,
Upper Deck,No,,,,0,
Vadilal Ice Cream Parlour,No,,,,0,
Wich 'N' Shake,No,,,,0,
Desi Galli,Yes,,,,2.9,
Mr. Flavour,Yes,,,,2.7,
Wah Ji Wah,No,,,,3.1,
Indian Diners,No,,,,3,
Airborne,No,,,,0,
Vivino - Hotel Golf View,No,,,,0,
Gravity,Yes,,,,2.6,
Kolkata Biryani House,Yes,,,,2.8,
Rotees n More,Yes,,,,3.2,
Saleem's Takeaway,No,,,,2.6,
Sikandrabadi Biryani,Yes,,,,3.4,
Wok N Spice,No,,,,3.1,
Zaika Hindustani,No,,,,2.7,
Chanda Food,No,,,,3.6,
Chhote Nawab,Yes,,,,3.5,
Delish BBQ,Yes,,,,3.9,
Goli Vada Pav No. 1,Yes,,,,3.6,
Happy Hakka,Yes,,,,3.6,
Sadda Adda,No,,,,0,
Baker's Studio - Jaypee Greens,No,,,,3.4,
Matrix - Jaypee Greens,No,,,,3.2,
Tea Lounge - Jaypee Greens,No,,,,2.9,
Paatra - Jaypee Greens,No,,,,3.5,
Cooks Cafe - Jaypee Greens,No,,,,3.3,
The Butler & The Chef - Jaypee Greens,No,,,,0,
Burger King,Yes,,,,3.3,
Cafe Pitacos,Yes,,,,3,
Cinnabon & Auntie Anne's,No,,,,3.1,
Cocoberry,No,,,,3.4,
Hakka Haus,No,,,,3.2,
Kebab Xpress,No,,,,2.9,
KFC,Yes,,,,2.5,
Mad Over Donuts,Yes,,,,3.2,
Ni Hao,No,,,,3,
Pizza Hut,No,,,,2.6,
Subway,Yes,,,,2.6,
Time To Tea,No,,,,2.8,
Vaango!,No,,,,2.8,
Biryani Blues,No,,,,3.5,
Jungle Jamboree,No,,,,3.8,
Keventers,No,,,,3.5,
Pita Pit,Yes,,,,3.6,
Baskin Robbins,No,,,,0,
Cha Cha Cha,No,,,,0,
Chai Thela,No,,,,0,
Costa Coffee,No,,,,0,
Dolce Gelato,No,,,,0,
Joost Juice Bar,No,,,,0,
Juice Lounge,No,,,,0,
Kings Kulfi,No,,,,0,
Kwality Wall's Swirl's,No,,,,0,
Mx Corn,No,,,,0,
The Gaming Vegas,No,,,,0,
Chicago Pizza,Yes,,,,2.3,
Mr. Sub,Yes,,,,2.3,
Kwality Wall's Swirl's,No,,,,0,
My Corn,No,,,,0,
Flluid - Mosaic Hotels,No,,,,3.2,
Latitude - Mosaic Hotels,No,,,,3.3,
Baker's Zone,Yes,,,,2.9,
Chakna,Yes,,,,2.7,
Get Set Go,No,,,,3.1,
Sip & Snacks,Yes,,,,3.2,
The Anna,Yes,,,,2.8,
Kathi Junction,Yes,,,,3.5,
Golden Chaat,No,,,,0,
Malt n Brew,No,,,,0,
Cakewalk - Park Plaza,No,,,,3.4,
New Town Lounge - Park Plaza,No,,,,3.2,
New Town Cafe - Park Plaza,No,,,,4.1,
S-18 - Radisson Blu,No,,,,3.5,
Foodicious,No,,,,0,
Rasoi Dil Se,No,,,,0,
Chip Chap Shahi Corner,No,,,,2.9,
Mother's Kitchen,No,,,,2.9,
Food Express,No,,,,0,
Lemonier,No,,,,0,
Punjabi Zaika,No,,,,0,
Robins Sweets & Restaurant,No,,,,0,
TBH ??? To Be Healthy,Yes,,,,4,
Mehfill,Yes,,,,2.7,
Punjabi Pakwaan,Yes,,,,3.3,
Santushti,Yes,,,,2.6,
Uncle's,Yes,,,,3.4,
Cafe Limelight,Yes,,,,3.7,
Rendezvous Adda,No,,,,0,
Wow Noodle,Yes,,,,0,
Wraps Cafe,Yes,,,,0,
Alley's Urbane Cafe,No,,,,3.2,
Backstreet Kitchen,Yes,,,,3.4,
Berco's,No,,,,3.1,
Breaktym,Yes,,,,2.6,
Chawla's 2,Yes,,,,2.5,
Chicken Kraft,No,,,,2.9,
Chinese By Nature,No,,,,2.9,
DV's Chinese Kitchen,No,,,,2.8,
Evergreen Sweets,No,,,,2.6,
Green Chick Chop,No,,,,2.9,
Hyderabad Delights,No,,,,3.3,
Kabab And Tadka,Yes,,,,2.5,
Kanha Bhog,No,,,,2.6,
Mezbaan Jaika Restaurant,No,,,,2.7,
Pind Balluchi,Yes,,,,2.6,
Red Capsicum,Yes,,,,2.6,
Singh Foods,Yes,,,,3.2,
Sparrows At Home Bakery & Cafe,No,,,,3.3,
The New Koyla Kitchen,Yes,,,,2.7,
They?_????,Yes,,,,3.4,
Your Spicy Kitchen,No,,,,3.1,
Yumm Biryani,Yes,,,,3.2,
Aureo Dine & Bake House,Yes,,,,3.5,
Being Truckers,Yes,,,,3.8,
China Leaf,Yes,,,,3.7,
Mera Vala Dabba,Yes,,,,3.6,
Moti Mahal Delux- Legendary Culinary,Yes,,,,3.6,
Noshh,Yes,,,,3.6,
Tadqa Tandoor Express,Yes,,,,3.6,
The Kebab Company,Yes,,,,3.5,
Affamato,No,,,,0,
Ahmed's,No,,,,0,
Caff?? La Poya,No,,,,0,
Chaskaa Restaurant,No,,,,0,
Chawla's 2,No,,,,0,
Chination,No,,,,0,
Essen Foods,No,,,,0,
Haochi,No,,,,0,
Lassilo,No,,,,0,
Mittal Bikaneri Sweets,No,,,,0,
Royale Bakers,Yes,,,,0,
RV's Family Restaurant,No,,,,0,
The Cake Shop,No,,,,0,
Top Food,No,,,,0,
Uncle's Corner,No,,,,0,
Urban Express,No,,,,0,
Viddya Chinese Fast Food,No,,,,0,
Domino's Pizza,No,,,,2.1,
Kamboj's,Yes,,,,2.4,
Pizza Hut Delivery,Yes,,,,2.3,
Subway,No,,,,2.4,
The Cake Expert's,Yes,,,,2.4,
The Saffron Boutique,No,,,,4,
Aggarwal Kachori Wale,No,,,,3,
Bakes & Cakes,Yes,,,,3,
Burger's Kitchen,No,,,,2.8,
Jhatpat Khana,No,,,,3,
Mahi Rasoi,Yes,,,,2.6,
Night Safari Cafe,No,,,,3,
Saheb's Restaurant,No,,,,2.7,
Scrummy Bites,Yes,,,,3.1,
Berco's,Yes,,,,3.7,
Cream Bell Scoopers,No,,,,0,
Mayur Kitchen,No,,,,0,
Raghav Ki Rasoi,Yes,,,,0,
Red Chilli,No,,,,0,
Riyaz Biryani Corner,No,,,,0,
Standard Sweets & Confectioners,No,,,,0,
Standard Sweets,No,,,,0,
Sushma Homemade Tiffin,No,,,,0,
The Tasty Corner,No,,,,0,
The Zaika King,No,,,,0,
Tiffinhunt,Yes,,,,0,
Top Burger,No,,,,0,
Aggarwal Sweet Shop,Yes,,,,2.3,
Hungry - I,Yes,,,,2.6,
Oh Buoy,No,,,,3.4,
Caffeinated,No,,,,3.9,
Sam and Scrooge,Yes,,,,3.9,
Tpot,Yes,,,,3.6,
Hunger's Hub,No,,,,0,
Modi's Baker's Zone,No,,,,0,
The Flip On Wheel,No,,,,0,
Big Biryani,No,,,,0,
Aroma,No,,,,3,
Bawarchi,No,,,,2.9,
Book Food Kitchen,Yes,,,,3.1,
Breaktym,Yes,,,,2.5,
Chaska By Taste,No,,,,2.9,
Domino's Pizza,No,,,,2.5,
Grill King,No,,,,3,
Moti Mahal Deluxe Advant,No,,,,2.8,
Rolling Beans,Yes,,,,2.8,
RollsKing,No,,,,3.2,
SnacksWale.com,No,,,,2.8,
Subway,Yes,,,,2.6,
Super Cake Shop,No,,,,2.9,
Aureo Dine & Bake House,No,,,,0,
B Bawarchi Restaurant,No,,,,0,
Brajwasi,No,,,,0,
Cafe Coffee Day,No,,,,0,
Cafe Coffee Day,No,,,,0,
Cafe Lounge,No,,,,0,
Cafe Treat,No,,,,0,
Casa Bake,No,,,,0,
China Town,No,,,,0,
Costa Coffee,No,,,,0,
Delhi Foods,No,,,,0,
Deli Chic,No,,,,0,
Delicacies,No,,,,0,
Kanha Ji Sweets & Restaurant,No,,,,0,
Little China,No,,,,0,
Lola's Cafe,No,,,,0,
Madras Coffee House,No,,,,0,
Moju Juice Bar,No,,,,0,
Peniel Restaurant,No,,,,0,
Pizza Key,No,,,,0,
Sandoz,No,,,,0,
Subway,No,,,,0,
Tandoori Mystery,No,,,,0,
Taste of Punjab,No,,,,0,
Tea Nation,No,,,,0,
The Corporate Kitchen,No,,,,0,
The Royal Kitchen,No,,,,0,
Tpot,No,,,,0,
Wild Chef House,Yes,,,,0,
DIOS The Neighbourhood Bistro,No,,,,4.2,
Cake n Flower,No,,,,2.9,
Dilli 6,Yes,,,,2.8,
Food Bell,No,,,,2.8,
Kalpana Hotel,No,,,,2.9,
Sagar Dhaba,No,,,,3.1,
Shree Balaji Shudh Vaishno Hotel,No,,,,2.9,
Shree Rathnam,Yes,,,,3.3,
Simran's Cake Studio,No,,,,3.4,
Sweet Cake,No,,,,3,
The Cake Xpress,Yes,,,,3,
The Chef,No,,,,2.7,
The Flying Pan,No,,,,3.2,
Wrapster,No,,,,3.2,
Getafix Petit,Yes,,,,3.5,
Lawn Bistro,Yes,,,,3.6,
Cake N Gifts,No,,,,0,
Cheese Pizza,No,,,,0,
Divya Hotal,No,,,,0,
Green Valley Chinese Food,No,,,,0,
Hooting Owl Cafe,No,,,,0,
Jaak Foods,No,,,,0,
Kaka Restaurant,No,,,,0,
KC Bakers,No,,,,0,
KC Bakery,No,,,,0,
Rajan Foods Corner,No,,,,0,
Sagar Dhaba,No,,,,0,
Sarfira,No,,,,0,
Shama Chicken Corner,No,,,,0,
Yummy Kitchen,No,,,,0,
Barista,No,,,,2.9,
Divine Curries,Yes,,,,3,
Moon Bite,Yes,,,,3.3,
Subway,No,,,,3.4,
Hurry's Paratha,Yes,,,,3.5,
McDonald's,Yes,,,,3.7,
Cafe Coffee Day,No,,,,0,
Dunkin' Donuts,No,,,,0,
Green Chilli Fast Food,No,,,,0,
Street Food Corner,No,,,,0,
Barbeque Nation,No,,,,4.3,
Aggarwal,Yes,,,,3.3,
Anchor Bar & Kitchen,No,,,,2.5,
Basil Tree,Yes,,,,3.4,
Bon Bon Pastry Shop,No,,,,3.1,
BSGulati's Punjabi Swad,Yes,,,,2.5,
Cafe-18,No,,,,2.5,
Chandni Chowk Ke Mashhoor Paranthe,No,,,,2.8,
Cheenos,No,,,,2.6,
Gola Sizzlers,No,,,,3.3,
Hira Sweets,No,,,,3.3,
Karim's,No,,,,3.3,
KFC,Yes,,,,2.7,
Khan's Kathi Rolls,No,,,,3.2,
Nathu's Sweets,Yes,,,,2.5,
Nawabi Mughlai Zaika,Yes,,,,3.3,
Nite Bites,Yes,,,,3.4,
Nizam's Kathi Kabab,Yes,,,,3,
NSD Resto Bar & Kitchen,No,,,,2.6,
PS Wah Bhai Wah,Yes,,,,2.6,
Sagar Ratna,Yes,,,,3.2,
Sbarro,Yes,,,,3.3,
Swag & Swad,Yes,,,,3.4,
The Fizz,Yes,,,,3.2,
The Kitchen,Yes,,,,3.2,
Twenty Four Seven,No,,,,3.4,
Vinny's Restro Bar,No,,,,3.2,
Walk In The Woods,Yes,,,,3,
Xiian,Yes,,,,3.4,
Zest Bar and Lounge,No,,,,3.4,
Angels in my Kitchen,Yes,,,,3.9,
Baby Dragon Bar & Restaurant,Yes,,,,3.5,
Baker Street,Yes,,,,3.6,
Bamboo Shoots,Yes,,,,3.9,
Bikanervala Bliss,No,,,,3.6,
Bikanervala,Yes,,,,3.7,
Bikkgane Biryani,Yes,,,,3.8,
Burbee's Cafe,Yes,,,,3.7,
Cafe Coffee Day,Yes,,,,3.6,
Deez Biryani & Kebabs,Yes,,,,3.5,
Desi Vibes,Yes,,,,3.8,
Dhaba at Atta,Yes,,,,3.8,
DND,Yes,,,,3.5,
Domino's Pizza,No,,,,3.6,
Donald's Pastry Shop,Yes,,,,3.8,
Doosri Mehfil,Yes,,,,3.8,
Fit Bites,Yes,,,,3.8,
Hungry Minister,Yes,,,,3.5,
Hurry's Paratha,Yes,,,,3.5,
Imly,No,,,,3.9,
