Restaurant Name,Price range,Has Table booking,Has Online delivery,Online Delivery by Price Range,Total Restaurants by Price Range,Percentage Offering Online Delivery,Percentage Offering table
Hunger's Hut,1,No,Yes,,,,
Kanha Cake O' Pastry,1,No,No,,,,
Serendipity Cafe,1,No,No,,,,
Spice Affair,2,No,No,,,,
Tandoori Junction,1,No,No,,,,
Tod-Bistro Cafe,1,No,Yes,,,,
Upper Deck,3,Yes,No,,,,
Vadilal Ice Cream Parlour,1,No,No,,,,
Wich 'N' Shake,1,No,No,,,,
Desi Galli,2,No,Yes,,,,
Mr. Flavour,2,No,Yes,,,,
Indian Diners,3,Yes,No,,,,
Airborne,4,Yes,No,,,,
Vivino - Hotel Golf View,3,Yes,No,,,,
Gravity,3,Yes,Yes,,,,
Rotees n More,1,No,Yes,,,,
Saleem's Takeaway,2,No,No,,,,
Sikandrabadi Biryani,1,No,Yes,,,,
Wok N Spice,1,No,No,,,,
Zaika Hindustani,2,No,No,,,,
Chanda Food,1,No,No,,,,
Chhote Nawab,1,No,Yes,,,,
Delish BBQ,2,No,Yes,,,,
Sadda Adda,1,No,No,,,,
Baker's Studio - Jaypee Greens,3,No,No,,,,
Matrix - Jaypee Greens,4,Yes,No,,,,
Tea Lounge - Jaypee Greens,2,No,No,,,,
Paatra - Jaypee Greens,4,Yes,No,,,,
Cooks Cafe - Jaypee Greens,3,Yes,No,,,,
The Butler & The Chef - Jaypee Greens,4,Yes,No,,,,
Cafe Pitacos,2,No,Yes,,,,
Cinnabon & Auntie Anne's,2,No,No,,,,
Hakka Haus,2,No,No,,,,
Ni Hao,2,No,No,,,,
Time To Tea,1,No,No,,,,
Vaango!,1,No,No,,,,
Jungle Jamboree,3,No,No,,,,
Cha Cha Cha,1,No,No,,,,
Chai Thela,1,No,No,,,,
The Gaming Vegas,1,No,No,,,,
My Corn,1,No,No,,,,
Flluid - Mosaic Hotels,4,Yes,No,,,,
Latitude - Mosaic Hotels,3,Yes,No,,,,
Baker's Zone,1,No,Yes,,,,
Chakna,1,No,Yes,,,,
Get Set Go,2,No,No,,,,
Sip & Snacks,2,No,Yes,,,,
The Anna,1,No,Yes,,,,
Golden Chaat,1,No,No,,,,
Malt n Brew,4,Yes,No,,,,
Cakewalk - Park Plaza,2,No,No,,,,
New Town Lounge - Park Plaza,4,Yes,No,,,,
S-18 - Radisson Blu,4,Yes,No,,,,
Foodicious,1,No,No,,,,
Rasoi Dil Se,1,No,No,,,,
Chip Chap Shahi Corner,1,No,No,,,,
Food Express,2,No,No,,,,
Lemonier,1,No,No,,,,
Robins Sweets & Restaurant,1,No,No,,,,
TBH ??? To Be Healthy,2,No,Yes,,,,
Mehfill,2,No,Yes,,,,
Punjabi Pakwaan,2,Yes,Yes,,,,
Santushti,1,No,Yes,,,,
Uncle's,2,No,Yes,,,,
Cafe Limelight,2,No,Yes,,,,
Rendezvous Adda,1,No,No,,,,
Wow Noodle,2,No,Yes,,,,
Wraps Cafe,1,No,Yes,,,,
Alley's Urbane Cafe,1,No,No,,,,
Backstreet Kitchen,2,No,Yes,,,,
Breaktym,1,No,Yes,,,,
Chawla's 2,3,No,Yes,,,,
Chicken Kraft,1,No,No,,,,
Chinese By Nature,1,No,No,,,,
DV's Chinese Kitchen,1,No,No,,,,
Hyderabad Delights,1,No,No,,,,
Kabab And Tadka,2,No,Yes,,,,
Kanha Bhog,1,No,No,,,,
Mezbaan Jaika Restaurant,2,No,No,,,,
Red Capsicum,2,No,Yes,,,,
Singh Foods,2,No,Yes,,,,
Sparrows At Home Bakery & Cafe,2,No,No,,,,
The New Koyla Kitchen,2,No,Yes,,,,
They?_????,2,No,Yes,,,,
Your Spicy Kitchen,2,Yes,No,,,,
Yumm Biryani,2,No,Yes,,,,
Aureo Dine & Bake House,3,Yes,Yes,,,,
Being Truckers,2,No,Yes,,,,
China Leaf,2,No,Yes,,,,
Mera Vala Dabba,1,No,Yes,,,,
Moti Mahal Delux- Legendary Culinary,2,No,Yes,,,,
Noshh,2,No,Yes,,,,
Tadqa Tandoor Express,2,No,Yes,,,,
The Kebab Company,1,No,Yes,,,,
Affamato,1,No,No,,,,
Ahmed's,1,No,No,,,,
Caff?? La Poya,2,No,No,,,,
Chaskaa Restaurant,1,No,No,,,,
Chawla's 2,2,No,No,,,,
Chination,2,No,No,,,,
Essen Foods,2,No,No,,,,
Haochi,2,No,No,,,,
Lassilo,1,No,No,,,,
Mittal Bikaneri Sweets,1,No,No,,,,
RV's Family Restaurant,2,No,No,,,,
Top Food,1,No,No,,,,
Uncle's Corner,1,No,No,,,,
Urban Express,1,No,No,,,,
Viddya Chinese Fast Food,1,No,No,,,,
Kamboj's,2,Yes,Yes,,,,
The Cake Expert's,1,No,Yes,,,,
The Saffron Boutique,2,Yes,No,,,,
Aggarwal Kachori Wale,1,No,No,,,,
Bakes & Cakes,1,No,Yes,,,,
Burger's Kitchen,1,No,No,,,,
Jhatpat Khana,1,No,No,,,,
Mahi Rasoi,2,No,Yes,,,,
Night Safari Cafe,1,No,No,,,,
Saheb's Restaurant,2,No,No,,,,
Scrummy Bites,1,No,Yes,,,,
Cream Bell Scoopers,1,No,No,,,,
Mayur Kitchen,2,No,No,,,,
Raghav Ki Rasoi,1,No,Yes,,,,
Red Chilli,2,No,No,,,,
Standard Sweets & Confectioners,1,No,No,,,,
Sushma Homemade Tiffin,1,No,No,,,,
The Tasty Corner,1,No,No,,,,
The Zaika King,2,No,No,,,,
Tiffinhunt,1,No,Yes,,,,
Top Burger,1,No,No,,,,
Aggarwal Sweet Shop,1,No,Yes,,,,
Hungry - I,1,No,Yes,,,,
Oh Buoy,2,No,No,,,,
Caffeinated,1,No,No,,,,
Sam and Scrooge,2,No,Yes,,,,
Hunger's Hub,1,No,No,,,,
Modi's Baker's Zone,1,No,No,,,,
The Flip On Wheel,1,No,No,,,,
Big Biryani,1,No,No,,,,
Aroma,1,No,No,,,,
Book Food Kitchen,1,No,Yes,,,,
Chaska By Taste,2,No,No,,,,
Grill King,1,No,No,,,,
Moti Mahal Deluxe Advant,3,No,No,,,,
Rolling Beans,1,No,Yes,,,,
SnacksWale.com,1,No,No,,,,
Super Cake Shop,1,No,No,,,,
Aureo Dine & Bake House,1,No,No,,,,
B Bawarchi Restaurant,2,No,No,,,,
Brajwasi,2,No,No,,,,
Cafe Lounge,1,No,No,,,,
Cafe Treat,1,No,No,,,,
Casa Bake,2,No,No,,,,
Delhi Foods,1,No,No,,,,
Deli Chic,1,No,No,,,,
Delicacies,2,No,No,,,,
Kanha Ji Sweets & Restaurant,1,No,No,,,,
Little China,1,No,No,,,,
Lola's Cafe,1,No,No,,,,
Moju Juice Bar,1,No,No,,,,
Peniel Restaurant,1,No,No,,,,
Pizza Key,2,No,No,,,,
Tandoori Mystery,1,No,No,,,,
Taste of Punjab,1,No,No,,,,
Tea Nation,1,No,No,,,,
The Corporate Kitchen,1,No,No,,,,
The Royal Kitchen,1,No,No,,,,
Wild Chef House,2,No,Yes,,,,
DIOS The Neighbourhood Bistro,3,Yes,No,,,,
Cake n Flower,1,No,No,,,,
Dilli 6,2,No,Yes,,,,
Food Bell,1,No,No,,,,
Kalpana Hotel,1,No,No,,,,
Sagar Dhaba,1,No,No,,,,
Shree Balaji Shudh Vaishno Hotel,1,No,No,,,,
Simran's Cake Studio,1,No,No,,,,
Sweet Cake,1,No,No,,,,
The Cake Xpress,1,No,Yes,,,,
The Chef,2,No,No,,,,
The Flying Pan,1,No,No,,,,
Wrapster,1,No,No,,,,
Getafix Petit,2,No,Yes,,,,
Lawn Bistro,3,Yes,Yes,,,,
Cake N Gifts,1,No,No,,,,
Cheese Pizza,1,No,No,,,,
Divya Hotal,1,No,No,,,,
Green Valley Chinese Food,1,No,No,,,,
Hooting Owl Cafe,1,No,No,,,,
Jaak Foods,1,No,No,,,,
Kaka Restaurant,1,No,No,,,,
KC Bakers,1,No,No,,,,
KC Bakery,1,No,No,,,,
Rajan Foods Corner,1,No,No,,,,
Sarfira,1,No,No,,,,
Yummy Kitchen,1,No,No,,,,
Divine Curries,2,No,Yes,,,,
Hurry's Paratha,1,No,Yes,,,,
Green Chilli Fast Food,1,No,No,,,,
Street Food Corner,1,No,No,,,,
Aggarwal,1,No,Yes,,,,
Anchor Bar & Kitchen,3,Yes,No,,,,
BSGulati's Punjabi Swad,2,No,Yes,,,,
Cafe-18,1,No,No,,,,
Chandni Chowk Ke Mashhoor Paranthe,1,No,No,,,,
Cheenos,3,Yes,No,,,,
Khan's Kathi Rolls,1,No,No,,,,
Nawabi Mughlai Zaika,2,No,Yes,,,,
NSD Resto Bar & Kitchen,3,Yes,No,,,,
PS Wah Bhai Wah,2,No,Yes,,,,
Swag & Swad,2,No,Yes,,,,
The Fizz,3,Yes,Yes,,,,
The Kitchen,1,No,Yes,,,,
Vinny's Restro Bar,3,Yes,No,,,,
Walk In The Woods,3,Yes,Yes,,,,
Xiian,3,Yes,Yes,,,,
Zest Bar and Lounge,3,Yes,No,,,,
Baby Dragon Bar & Restaurant,3,Yes,Yes,,,,
Baker Street,1,No,Yes,,,,
Bamboo Shoots,3,Yes,Yes,,,,
Bikanervala Bliss,3,No,No,,,,
Burbee's Cafe,2,Yes,Yes,,,,
Desi Vibes,3,No,Yes,,,,
Dhaba at Atta,3,No,Yes,,,,
DND,1,No,Yes,,,,
Donald's Pastry Shop,1,No,Yes,,,,
Doosri Mehfil,2,Yes,Yes,,,,
Fit Bites,2,No,Yes,,,,
Hungry Minister,1,No,Yes,,,,
Jambox,2,No,Yes,,,,
LIT Ultrabar,3,Yes,No,,,,
Metro Dhaba,2,No,Yes,,,,
Our Story Bistro & Tea Room,3,Yes,No,,,,
Paddy's Cafe,2,Yes,Yes,,,,
Popular Cakery,2,No,Yes,,,,
Punjabi By Nature,4,Yes,Yes,,,,
TFK - The Flaming Kick,4,Yes,Yes,,,,
The Great Kabab Factory,4,Yes,No,,,,
The Patiala Kkitchen,3,Yes,Yes,,,,
The Tandoori Village,3,Yes,No,,,,
Top Breads,1,No,Yes,,,,
Wat-a-Burger!,1,No,Yes,,,,
Chawla's 2,2,No,Yes,,,,
Himalaya,1,No,Yes,,,,
Public Cafe,1,No,Yes,,,,
RPM - Zanzi Bar,4,Yes,No,,,,
Lumbini Food Point,1,No,No,,,,
Owlcity,1,No,Yes,,,,
Night Munchies,2,No,No,,,,
Anand Food Factory,1,No,No,,,,
Nirula's,3,Yes,Yes,,,,
Snacks India,2,No,Yes,,,,
Ahaar Udyan,1,No,No,,,,
Choco Bee,2,No,No,,,,
Crazy Noodles,3,No,Yes,,,,
Dakshin Platter,1,No,No,,,,
Sonu Parantha Corner,1,No,No,,,,
Olive Kitchen,2,No,Yes,,,,
R Cafe,1,No,No,,,,
Eating Point,1,No,No,,,,
New Gee Pee,1,No,No,,,,
Uncle's JVCC Restaurant,2,No,Yes,,,,
Hari Om Restaurant,1,No,No,,,,
Jain Restaurant,2,No,Yes,,,,
Lajawab Family Restaurant,1,No,Yes,,,,
Alam Muradabadi & Hyderabadi Biryani,2,No,No,,,,
Bala Ji Raja Dhaba,1,No,No,,,,
Brijwasi Dhaba,1,No,No,,,,
Prerna Family Restaurant,1,No,No,,,,
Rana Dhaba,2,No,No,,,,
The Food Factory,1,No,No,,,,
Hunger's Hub,2,No,Yes,,,,
Lajwaab Restaurant,2,No,No,,,,
Gauranga Sweets,2,No,No,,,,
Super Cake Shop,1,No,Yes,,,,
Dev Food,1,No,No,,,,
Wakhra Swaad,2,No,Yes,,,,
27 Grills,2,No,Yes,,,,
Himalaya Momos & Roll,1,No,No,,,,
Hungry House Pizzas & More,2,No,Yes,,,,
Khana Khajana Da Dhaba,1,No,No,,,,
M.P. Chole Tikki Wala,1,No,No,,,,
Maa Vaishno Shudh Bhojnalaya,1,No,No,,,,
More Than Caf??,1,No,No,,,,
Sadda Taste,1,No,No,,,,
Sati Restaurant,1,No,No,,,,
Uncle's Punjabi Rasoi,1,No,No,,,,
Yours Deliciously,1,No,No,,,,
Captain Curry,1,No,Yes,,,,
Oh My Scoop!,1,No,No,,,,
Reena Restaurant,1,No,No,,,,
Delight Food,1,No,No,,,,
Hungro,1,No,No,,,,
Shiparma Shri,1,No,No,,,,
Shri Adarsh Kulfi,1,No,No,,,,
Simla Bakery,1,No,Yes,,,,
Swad E Punjab,1,No,No,,,,
Vishnu Ki Rasoi,1,No,No,,,,
Grill Point,1,No,No,,,,
Hari Sweets,1,No,No,,,,
Sultanate of Spice,2,No,Yes,,,,
Yamu's Panchayat,1,No,No,,,,
Debon,1,No,No,,,,
Hot & Sour,1,No,No,,,,
Open Kitchen,2,No,Yes,,,,
Truffle Muffle,1,No,No,,,,
Go! Biryani,2,No,Yes,,,,
Tastee Chauka,1,No,No,,,,
Maharba Chicken Point,1,No,No,,,,
Sweet Spells,1,No,No,,,,
Foodie,2,No,Yes,,,,
Lapaalap,1,No,No,,,,
Fresh Food Factory,1,No,No,,,,
Bollycric,1,No,No,,,,
The Kitchen Factory,1,No,No,,,,
Caff?? La Poya,2,No,Yes,,,,
Elixir Health Caf??,2,Yes,Yes,,,,
Radhey Foodz,1,No,No,,,,
The Kitchen,2,No,No,,,,
Uncle's Treat,1,No,No,,,,
KD's Hunger Point,1,No,No,,,,
Food Town,1,No,No,,,,
The Big Chefs,2,No,No,,,,
Govinda's Restaurant,1,No,No,,,,
Not Just Dilli,1,No,No,,,,
Bunz & Dogz,1,No,No,,,,
Radha Rani Bakery,1,No,No,,,,
Chauhan Vatika,2,No,No,,,,
Frozen Stone,1,No,No,,,,
Kavita's Restaurant,2,No,Yes,,,,
Mudrika Food Factory,2,No,No,,,,
Zaffran- Ikshita's Kitchen,1,No,No,,,,
Punjabi Tadka,1,No,Yes,,,,
Cafe Krisa,1,No,No,,,,
Chill Grill,2,No,No,,,,
Maa Ka Khaana,1,No,No,,,,
Heaven's Point,1,No,No,,,,
Mexican Pizza,2,No,No,,,,
Shahenshah,2,No,Yes,,,,
Snack Chat,2,No,No,,,,
The Amazing Buger's,1,No,No,,,,
The Black Box,1,No,Yes,,,,
Al Bake,1,No,Yes,,,,
Asian Fun,2,No,Yes,,,,
Burnout,1,No,Yes,,,,
Cafe Fusion,1,No,Yes,,,,
Fit Bites,2,Yes,Yes,,,,
Go Krazy,1,No,No,,,,
Green Restaurant,1,No,Yes,,,,
The Munchkart Cafe,1,No,Yes,,,,
Thee Pot,1,No,Yes,,,,
Waffles and Crepes,1,No,No,,,,
Biryani Vice,2,No,No,,,,
Chinese Chilly Sizzler,1,No,No,,,,
Moonlight Cafe,1,No,No,,,,
Sugar Ruffles,2,No,No,,,,
Bistro 37,1,No,No,,,,
Desi Swag,2,No,Yes,,,,
Teasta,1,No,No,,,,
Appu Ghar Express,1,No,No,,,,
Kenny Rogers Roasters,3,Yes,No,,,,
Fusionn Rolls,1,No,No,,,,
Kwality Walls - Happiness Station,1,No,No,,,,
Shakti Food & Restaurant,1,No,No,,,,
Chef's Bar-Be-Que,2,No,Yes,,,,
Sen's Sational Xpress Kitchen,2,No,Yes,,,,
Shanghai Dreams,1,No,No,,,,
InnerChef,2,No,Yes,,,,
Antaryami Paratha Corner,1,No,No,,,,
F-all (Food for All),1,No,No,,,,
Green Restaurant,1,No,No,,,,
2 Bros Kitchen,2,No,Yes,,,,
Big Bone - The Meat Shop,1,No,No,,,,
Biryani House,1,No,Yes,,,,
China Hot,1,No,No,,,,
City Hut,2,No,No,,,,
Defence Bakery,1,No,No,,,,
Dhabha 27,2,No,Yes,,,,
JSB Evergreen Cool Point,1,No,No,,,,
More Than Cafe,1,No,No,,,,
Mutfi,2,No,Yes,,,,
ProFit Kitchen,2,No,Yes,,,,
The Chickmunks Express,3,No,Yes,,,,
Virundu,1,No,Yes,,,,
Be Bhukkad,2,No,Yes,,,,
Bistro 365,2,No,Yes,,,,
Engineers Da Dhaba,1,No,Yes,,,,
Biryani,2,No,No,,,,
C Cube,2,No,No,,,,
Navab's,2,No,No,,,,
Nawabi Mughlai Zaika Food Van,1,No,No,,,,
NS Punjabi Swad,1,No,No,,,,
Pitstop,2,No,No,,,,
Royal Spice Restaurant,2,No,Yes,,,,
Sethi's,2,No,No,,,,
Snacks Parties,1,No,No,,,,
Peshawari Delux Restaurant,2,No,No,,,,
WTF - World's Tastiest Food,2,No,Yes,,,,
Salato Salad Studio,2,No,Yes,,,,
AB Fast N Food,1,No,Yes,,,,
Cafe 44,2,No,No,,,,
Cafe Onion Rings,2,No,No,,,,
Club 44,2,No,No,,,,
Indian Curry House,2,No,Yes,,,,
Krunchies,1,No,Yes,,,,
Platefull,2,No,Yes,,,,
Sanghai Food,1,No,No,,,,
Shadev Saini Dhaba,1,No,No,,,,
Wasim Biryani Center,1,No,No,,,,
Hungry - I,2,No,Yes,,,,
Smoking Tikka,2,No,Yes,,,,
The Fusion Food Stand,2,No,Yes,,,,
44 Grills,2,No,Yes,,,,
Ammi's Kitchen,1,No,No,,,,
Bangali Restaurant,2,No,No,,,,
Home Cafe,1,No,No,,,,
Hot Chilli Food Plaza,2,No,No,,,,
Kanak Kitchen,1,No,No,,,,
Speziato Foods,1,No,No,,,,
The Golden Spoon,1,No,No,,,,
The Saffron Plant Restaurant,2,Yes,No,,,,
Zaika Tiffin Center,1,No,No,,,,
#Urban Caf??,2,No,Yes,,,,
Baked! Cakes & Desserts,1,No,No,,,,
Quick Grabs,2,No,Yes,,,,
The Roll Van,2,No,No,,,,
Balaji Restaurant & Sweets,1,No,No,,,,
Chandu Chat Bhandar,1,No,No,,,,
Foodies Park,1,No,No,,,,
Noida Cakes Online,1,No,No,,,,
The Epicureans,2,No,No,,,,
Bhojanam4u,1,No,No,,,,
Chocadoodledoo,2,No,No,,,,
Chocolate Therapy by Nishi,1,No,No,,,,
Cookie House,1,No,No,,,,
Adhikari Fast Food Corner,1,No,No,,,,
Amrit's Agni Multi Cuisine Restaurant,2,No,No,,,,
Punjabi Chaska,2,No,No,,,,
The Choco Shop,2,No,No,,,,
The Taste,2,No,No,,,,
Tibb's Frankie,1,No,Yes,,,,
Amazing Burgers,1,No,No,,,,
Kitchen Express,1,No,No,,,,
Chocopur,2,No,No,,,,
Sweta Restaurant,1,No,Yes,,,,
Flames of Tandoor,1,No,Yes,,,,
Shaivi's Kitchen,1,No,No,,,,
Kuppies,1,No,No,,,,
The Urban Chulha,1,No,Yes,,,,
Goyal Chhole Kulche Wala,1,No,No,,,,
Choco House,1,No,No,,,,
Fresh and Fit Ghar Ka Khana,1,No,No,,,,
Hungry Ullu,2,No,Yes,,,,
Khidmat,2,No,Yes,,,,
Lahori Restaurant,2,Yes,No,,,,
New Chinese Chilli Sizzler,1,No,No,,,,
Nirmala's,1,No,Yes,,,,
Prime Bakery,1,No,No,,,,
Royal Empire Meat Shop,1,No,No,,,,
Southern Treat,2,No,Yes,,,,
The Chickmunks Caf??,2,No,Yes,,,,
The FLIP Cafe,2,No,Yes,,,,
R.I.P Cafe & Lounge,2,No,Yes,,,,
Cupcakes & More,1,No,No,,,,
Heavens Food Xprs,2,No,No,,,,
Parul's Cooking Hub,1,No,No,,,,
Somethings Sweet,1,No,No,,,,
Night Food Xprs,2,No,Yes,,,,
The Caspian,3,Yes,Yes,,,,
The Noodle Box Co.,2,Yes,No,,,,
Kalpak Restaurant & Cafe,3,Yes,Yes,,,,
Aamantran Bangla,2,No,No,,,,
Chung-Fu,1,No,No,,,,
Paco Meals,1,No,No,,,,
Sanskriti Foods,2,No,Yes,,,,
Biryani Vice,2,No,Yes,,,,
Dietwholic,2,No,Yes,,,,
Goldenplates,2,No,No,,,,
Mishti's Kitchen,2,No,Yes,,,,
Ayush Chicken Point,1,No,No,,,,
Baby Got Bacon,2,No,No,,,,
Better Butter Chicken,2,No,No,,,,
Black Pepper,2,No,No,,,,
Chandni Chowk 2 China,1,No,No,,,,
Choco N Lush,2,No,No,,,,
Friend's Restaurant,2,No,No,,,,
Ghar Ka Swad,1,No,No,,,,
Kake Da Dhaba,1,No,No,,,,
Knight Kitchens,1,No,No,,,,
Lucknow Heritage,1,No,No,,,,
Momos Box,1,No,No,,,,
Raging Bull - The Spicy Punch,2,No,No,,,,
Second Home,2,Yes,No,,,,
The Big Buddha Grill,2,No,Yes,,,,
Whatslife.in,2,No,Yes,,,,
Bebbe Da Degh,2,No,No,,,,
52 Food Express,1,No,No,,,,
Delicious Treasure,1,No,No,,,,
Shiv Murti Hotel,1,No,No,,,,
Kaka Ji Restaurant,2,No,Yes,,,,
Lazzez's,2,No,No,,,,
Mithaas Sweets,2,No,Yes,,,,
Mithaas,2,No,Yes,,,,
Tandoori Corner,2,No,Yes,,,,
Culinate,2,No,Yes,,,,
Haaochi,2,No,Yes,,,,
Bake Walkers,1,No,No,,,,
Chacha Food Street,1,No,No,,,,
DudeFood,1,No,No,,,,
Indian Special Hot Momos,1,No,No,,,,
Kesarwa Bakez,2,No,Yes,,,,
Om Bikaner Sweets,1,No,No,,,,
Sadda Adda 2 Cafe & Lounge,1,No,No,,,,
The Backyard Chef,1,No,No,,,,
Veer Jee,1,No,No,,,,
VP ki Kitchen,1,No,No,,,,
Taste In Box,2,No,Yes,,,,
Sector 55 China Town,1,No,No,,,,
B Tamang Chineese,1,No,No,,,,
Foodelicious,2,No,Yes,,,,
The Cake Masters,2,No,Yes,,,,
Food Hut,1,No,No,,,,
South Indian Snacks Stall,1,No,No,,,,
The Gourmet Shack,2,No,Yes,,,,
"Vanshika Indian, Chinese, & Parantha Corner",1,No,No,,,,
Yes Bosz Food Plaza,1,No,Yes,,,,
A1 Restaurant,2,No,No,,,,
Chaska Food Hut,1,No,No,,,,
Hasty Tasty Fast Food,1,No,No,,,,
Pihu's Cafe,1,No,No,,,,
Sanjay Pandit Bhojnalaya,1,No,No,,,,
Sharma Hotel,1,No,No,,,,
Shri G,1,No,No,,,,
Shivam Fast Food,1,No,No,,,,
Yumbo Bites,1,No,No,,,,
L'amore,1,No,No,,,,
SPL Food Corner,1,No,No,,,,
Shree Ganesh M Cafe,1,No,No,,,,
Chauhan Fast Food,1,No,No,,,,
Right for Night,1,No,No,,,,
BakeAffair,1,No,No,,,,
Green Vally Chiiness Food,1,No,No,,,,
Binge Restaurant,3,Yes,No,,,,
Boxmeal,1,No,No,,,,
Brown Town,1,No,No,,,,
Cafe Green Apple,1,No,No,,,,
Cake Mandi,2,No,No,,,,
Chinese Chilli Sizzler,1,No,No,,,,
Dev's Restaurant & Bar,3,No,Yes,,,,
Doggy Style,2,No,Yes,,,,
Floating Cakes,1,No,No,,,,
Food Brigade,1,No,No,,,,
Frequent Bakes,1,No,Yes,,,,
GreeNox,1,No,Yes,,,,
GVP Creations,1,No,No,,,,
Malabar Junction,2,No,No,,,,
Masters Caterer,1,No,No,,,,
Meeting Point Corner,1,No,No,,,,
Mom's Canteen,1,No,No,,,,
MS Foods,1,No,No,,,,
Old Tehrii Cafe & Lounge,3,Yes,No,,,,
Pichli Gali,1,No,No,,,,
Rasoi99,2,No,Yes,,,,
Republic's @ Dhaba,2,No,No,,,,
Swad,2,Yes,No,,,,
The Hunger Cure,2,No,No,,,,
World Bites,2,No,Yes,,,,
BunkYard Cafe,1,No,No,,,,
Sandwich King,2,No,Yes,,,,
Aggarwal Bikaneri Sweets & Restaurant,1,No,No,,,,
Al-Aayat Mughlai Biryani,1,No,No,,,,
Baba Chinese Fast Food,1,No,No,,,,
Cafe Rap,1,No,No,,,,
Chinese Fast Food Corner,1,No,No,,,,
Dial a Cake,1,No,No,,,,
Doon Dhaba,1,No,No,,,,
Food Weavers,1,No,No,,,,
Hookie Dookie,2,No,No,,,,
Hotel Green View Palace,2,No,No,,,,
Hurry Curry Express,2,No,No,,,,
Let's Noodle,1,No,No,,,,
New Dragon Chinese Fast Food  & Paranthey Wala,1,No,No,,,,
New Shahi Chinese Fast Food,1,No,No,,,,
Rajwana Foods,1,No,No,,,,
Shiva Shudh Shakahari Bhojnalaya,1,No,No,,,,
Shri Balaji Shudh Vaishno Dhaba,1,No,No,,,,
Southern Santushti Cafe,1,No,No,,,,
Tiffin Man House,1,No,No,,,,
WOW Zaika,1,No,No,,,,
Grand Eatery,2,No,Yes,,,,
Nathu's Sweets,2,No,No,,,,
Chick Chicken Barbeque,2,No,Yes,,,,
Tiwari Hot Pot,1,No,Yes,,,,
Chaiwaalas,1,No,No,,,,
Delhi Mughlai Biryani,1,No,No,,,,
Dumpty's,1,No,No,,,,
Food Passengers,1,No,No,,,,
Hungry Buddies,1,No,No,,,,
Maa Durga Food Corner,1,No,No,,,,
Subhoj,1,No,No,,,,
Yeoh,2,No,No,,,,
South King Restaurant,1,No,No,,,,
Twomato Foods,1,No,Yes,,,,
Lazeez Foods,1,No,No,,,,
Spicy Punjabi Tadka,2,No,No,,,,
SPL Foods Plaza,2,No,No,,,,
Legacy of Awadh,2,No,Yes,,,,
Sweetcake.in,1,No,No,,,,
Hurry Curry,2,No,No,,,,
Thaaliwaalaa.com,1,No,No,,,,
Let's Burrrp,1,No,No,,,,
Annapurna Caterings,1,No,No,,,,
Beyond Food,1,No,No,,,,
Bikaner's,1,No,No,,,,
Chilli Zone,2,No,No,,,,
Cold Rock Cafe,1,No,No,,,,
Cup and Cones,1,No,Yes,,,,
Desi Spice,2,No,Yes,,,,
Food Destination,1,No,No,,,,
Gangaur Sweets,2,No,Yes,,,,
Handi,2,No,No,,,,
Hungry Inn,2,No,No,,,,
La-Cuisine,2,No,No,,,,
Melting Flavours,2,No,Yes,,,,
Mighty Mughlai,1,No,No,,,,
Mithaas,2,No,No,,,,
Mood 4 Food,1,No,No,,,,
Northern Bytes,2,No,No,,,,
Shahenshah,2,No,No,,,,
Sugar Daddy Bakers,1,No,Yes,,,,
Swag Sadda Desi,1,No,No,,,,
Grub Patio,2,No,Yes,,,,
The Grill @ 76,2,No,Yes,,,,
Zooby's Kitchen,2,Yes,No,,,,
4U,1,No,No,,,,
Aadhya Bakery & Foods,1,No,No,,,,
Bean Machine & Co.,2,No,No,,,,
Big B Pastry Shop,1,No,No,,,,
Breadman Cake Shop,1,No,No,,,,
Breaky2Dinner,2,No,No,,,,
Brijwasi Sweets,1,No,No,,,,
Cafe Hot Pot,1,No,No,,,,
Chef's Curry,2,No,No,,,,
Dilli Bakery,1,No,No,,,,
Dove And Mouse,2,No,No,,,,
Food Cabana,1,No,No,,,,
Frozen Grillz,1,No,No,,,,
Ganesh Chinese Food Corner,1,No,No,,,,
Handi Mitran Di,2,No,Yes,,,,
Hunger Tales,2,No,No,,,,
Hydrabad Biryani Express,1,No,No,,,,
Ice Stone Cafe,1,No,No,,,,
Lucknow Wale Kwality Kabab,2,No,No,,,,
Mairu's,1,No,No,,,,
Mr. Biryani Walia,1,No,No,,,,
N E Great Foods,1,No,No,,,,
New Punjabi Tadka,1,No,No,,,,
Royal King,2,Yes,No,,,,
The Dhaba,2,No,No,,,,
Tikka Express meets Chennai Express,1,No,No,,,,
Vyanjan,1,No,No,,,,
Yolkers,1,No,No,,,,
Zaika of Dilli 6,2,No,No,,,,
Bikaner's,1,No,Yes,,,,
Ginnis Oven,1,No,No,,,,
Cream Bell,1,No,No,,,,
Whomely,1,No,No,,,,
Chinese Chilli Seasonal,1,No,No,,,,
Hungry's Hut,2,No,No,,,,
Kebabplus,2,No,Yes,,,,
Oh Buoy - Flying Fox,2,No,No,,,,
The Dessert Table Company,2,No,No,,,,
Kitchen Mantra,2,No,Yes,,,,
Wabi Sabi,1,No,Yes,,,,
Choicest Cakes,1,No,No,,,,
Midnight Foodies,1,No,No,,,,
Om Sweets Caterers & Bakery,1,No,No,,,,
Spicy Affair,1,No,No,,,,
The Bakery Mart,2,No,No,,,,
Southern Flavours,1,No,No,,,,
Cakebak,1,No,No,,,,
Fire n Ice,2,No,Yes,,,,
